"req_id","req_user_id","req_for_id","req_islead_id","req_cat_id","req_type_id","req_priority_id","req_status_id","req_loc","iscalamity","req_subj","req_desc","req_doc_link","audio_req_desc","submission_date","serviced_date","last_update_date","to_public"
"REQ-00-000-000-0127","SID-00-000-000-056",0,1,"1.2",1,1,1,NULL,False,"Need groceries ","Need to get a few things from local grocery store. mobileapp",NULL,NULL,"2026-02-24 21:27:15.093736",NULL,"2026-02-24 21:27:15.093736",False
"REQ-00-000-000-0128","SID-00-000-002-699",0,0,"1.3.1",1,1,1,NULL,False,"oat meal","I don't have time today",NULL,NULL,"2026-02-28 20:39:46.153664",NULL,"2026-02-28 20:39:46.153664",False
"REQ-00-000-000-0129","SID-00-000-002-699",0,0,"4.3.2",1,1,1,NULL,False,"Regarding English Tutor","I need someone to teach me English cus I'm unable to speak properly",NULL,NULL,"2026-03-01 20:27:44.484081",NULL,"2026-03-01 20:27:44.484081",False
"REQ-00-000-000-0130","SID-00-000-002-693",0,0,"1.1",1,1,1,NULL,False,"Need affordable weekly meal planning support","I am looking for help planning healthy and budget-friendly meals for a family of four. We prefer vegetarian options and need guidance for a weekly grocery list and simple recipes. Any assistance with nutritional balance would be appreciated.",NULL,NULL,"2026-03-02 00:25:06.762263",NULL,"2026-03-02 00:25:06.762263",False
"REQ-00-000-000-0131","SID-00-000-002-706",0,0,"2.1",1,1,1,NULL,False,"Need to donate old and new clothes ","Need to donate old and new clothes ",NULL,NULL,"2026-03-02 03:23:48.014542",NULL,"2026-03-02 03:23:48.014542",False
"REQ-00-000-000-0132","SID-00-000-000-056",0,0,"2.1",1,1,1,NULL,False,"Garden","Want to donate clothes",NULL,NULL,"2026-03-02 19:18:19.191194",NULL,"2026-03-02 19:18:19.191194",False
"REQ-00-000-000-0133","SID-00-000-002-707",0,0,"4.1",1,1,1,NULL,False,"Applying for Masters","TEST: need help with applying for Masters program in the US",NULL,NULL,"2026-03-02 20:07:06.387811",NULL,"2026-03-02 20:07:06.387811",False
"REQ-00-000-000-0134","SID-00-000-002-707",0,0,"4.1",1,1,1,NULL,False,"Applying for Masters","TEST: need help with applying for Masters program in the US",NULL,NULL,"2026-03-02 20:07:06.741494",NULL,"2026-03-02 20:07:06.741494",False
"REQ-00-000-000-0135","SID-00-000-002-707",0,0,"4.1",1,1,1,NULL,False,"Applying for Masters","TEST: need help with applying for Masters program in the US",NULL,NULL,"2026-03-02 20:07:07.069972",NULL,"2026-03-02 20:07:07.069972",False
"REQ-00-000-000-0136","SID-00-000-002-707",0,0,"4.1",1,1,1,NULL,False,"Applying for Masters","TEST: need help with applying for Masters program in the US",NULL,NULL,"2026-03-02 20:07:06.93049",NULL,"2026-03-02 20:07:06.93049",False
"REQ-00-000-000-0137","SID-00-000-002-707",0,0,"4.1",1,1,1,NULL,False,"Applying for Masters","TEST: need help with applying for Masters program in the US",NULL,NULL,"2026-03-02 20:07:07.169106",NULL,"2026-03-02 20:07:07.169106",False
"REQ-00-000-000-0138","SID-00-000-002-708",0,0,"4.1",1,1,1,NULL,False,"How to fill Application","Need Guidance to fill the form for Application",NULL,NULL,"2026-03-02 20:10:37.601702",NULL,"2026-03-02 20:10:37.601702",False
"REQ-00-000-000-0139","SID-00-000-000-056",0,0,"2.1",1,1,1,NULL,False,"Housing","Help",NULL,NULL,"2026-03-03 04:03:40.241397",NULL,"2026-03-03 04:03:40.241397",False
"REQ-00-000-000-0140","SID-00-000-001-116",0,1,"0.0.0.0.0",1,1,1,NULL,False,"afadfa","dafasdfdas",NULL,NULL,"2026-03-06 05:38:47.959464",NULL,"2026-03-06 05:38:47.959464",False
"REQ-00-000-000-0141","SID-00-000-001-116",0,1,"0.0.0.0.0",1,1,1,NULL,False,"Stock recommend","Plz recommend a stock",NULL,NULL,"2026-03-06 05:39:42.214395",NULL,"2026-03-06 05:39:42.214395",False
"REQ-00-000-000-0142","SID-00-000-002-627",0,1,"0.0.0.0.0",1,1,1,NULL,False,"Stock please","Plz",NULL,NULL,"2026-03-06 06:01:24.615738",NULL,"2026-03-06 06:01:24.615738",False
"REQ-00-000-000-0143","SID-00-000-002-627",0,1,"0.0.0.0.0",1,1,1,NULL,False,"adfasd","adfasdf",NULL,NULL,"2026-03-06 06:24:03.787773",NULL,"2026-03-06 06:24:03.787773",False
"REQ-00-000-000-0144","SID-00-000-000-102",1,1,"5.2",1,3,1,"Ashburn, VA",False,"Need urgent help with prescription pickup","Elderly person requires assistance to pick up prescribed medicines from the nearest pharmacy.","https://example.com/docs/prescription-support.pdf","Audio description for prescription pickup.","2026-03-06 16:58:10.677094",NULL,"2026-03-06 16:58:10.677094",False
"REQ-00-000-000-0145","SID-00-000-000-102",1,1,"5.2",1,3,1,"Ashburn, VA",False,"Need urgent help with prescription pickup","Elderly person requires assistance to pick up prescribed medicines from the nearest pharmacy.","https://example.com/docs/prescription-support.pdf","Audio description for prescription pickup.","2026-03-06 17:03:52.480638",NULL,"2026-03-06 17:03:52.480638",False
"REQ-00-000-000-0146","SID-00-000-002-688",1,1,"5.2",1,3,1,"Ashburn, VA",False,"Need urgent help with prescription pickup","Elderly person requires assistance to pick up prescribed medicines from the nearest pharmacy.","https://example.com/docs/prescription-support.pdf","Audio description for prescription pickup.","2026-03-06 17:34:32.949325",NULL,"2026-03-06 17:34:32.949325",False
"REQ-00-000-000-0147","SID-00-000-000-102",1,1,"5.2",1,3,1,"Ashburn, VA",False,"Need urgent help with prescription pickup","Elderly person requires assistance to pick up prescribed medicines from the nearest pharmacy.","https://example.com/docs/prescription-support.pdf","Audio description for prescription pickup.","2026-03-17 17:43:53.208172",NULL,"2026-03-17 17:43:53.208172",False
"REQ-00-000-000-0149","SID-00-000-000-102",1,1,"5.2",1,3,1,"Ashburn, VA",False,"Need urgent help with prescription pickup","Elderly person requires assistance to pick up prescribed medicines.","https://example.com/docs/prescription-support.pdf","Audio description for prescription pickup.","2026-03-17 18:13:47.221766",NULL,"2026-03-17 18:13:47.221766",False
"REQ-00-000-000-0150","SID-00-000-002-777",0,0,"4.6",1,1,1,NULL,False,"Testing","Just wanted to test this application on how it'll predict the category and other stuff. ",NULL,NULL,"2026-03-17 19:27:29.843175",NULL,"2026-03-17 19:27:29.843175",False
"REQ-00-000-000-0151","SID-00-000-002-770",0,0,"1.2",1,1,1,NULL,False,"Test","Test",NULL,NULL,"2026-03-17 20:04:30.797261",NULL,"2026-03-17 20:04:30.797261",False
"REQ-00-000-000-0154","SID-00-000-000-102",0,0,"2.2",1,1,1,NULL,False,"gg","gg",NULL,NULL,"2026-03-17 20:14:14.076659",NULL,"2026-03-17 20:14:14.076659",False
"REQ-00-000-000-0155","SID-00-000-000-102",0,0,"2.2",1,1,1,NULL,False,"gg","gg",NULL,NULL,"2026-03-17 21:33:03.81325",NULL,"2026-03-17 21:33:03.81325",False
"REQ-00-000-000-0156","SID-00-000-000-102",0,0,"2.2",1,1,1,NULL,False,"gg","gg",NULL,NULL,"2026-03-17 21:36:14.554637",NULL,"2026-03-17 21:36:14.554637",False
"REQ-00-000-000-0157","SID-00-000-000-102",0,0,"2.2",1,1,1,NULL,False,"gg","gg",NULL,NULL,"2026-03-17 21:36:20.038425",NULL,"2026-03-17 21:36:20.038425",False
"REQ-00-000-000-0158","SID-00-000-002-716",0,0,"3.6",1,1,1,NULL,False,"Testing","test",NULL,NULL,"2026-03-18 22:51:54.648584",NULL,"2026-03-18 22:51:54.648584",False
"REQ-00-000-000-0159","SID-00-000-000-102",0,0,"2.1",1,1,1,NULL,False,"donating shirt","white shirt with full sleeves",NULL,NULL,"2026-03-19 21:09:38.317806",NULL,"2026-03-19 21:09:38.317806",False
"REQ-00-000-000-0160","SID-00-000-000-102",1,1,"5.2",1,3,1,"Ashburn, VA",False,"Need urgent help with prescription pickup","Elderly person requires assistance to pick up prescribed medicines.",NULL,"Audio description for prescription pickup.","2026-03-19 21:11:00.474429",NULL,"2026-03-19 21:11:00.474429",False
"REQ-00-000-000-0161","SID-00-000-002-785",0,0,"4.3.5",1,0,1,NULL,False,"Test request","Test Request",NULL,NULL,"2026-03-21 03:31:55.414671",NULL,"2026-03-21 03:31:55.414671",False
"REQ-00-000-000-0162","SID-00-000-000-102",0,0,"6.1",1,1,1,NULL,False,"relocation help","move from x to y",NULL,NULL,"2026-03-27 15:23:46.087668",NULL,"2026-03-27 15:23:46.087668",False
"REQ-00-000-000-0163","SID-00-000-000-102",0,0,"2.2",1,1,1,NULL,False,"Need help with groceries","Need someone to pick up groceries",NULL,NULL,"2026-03-27 17:45:25.996105",NULL,"2026-03-27 17:45:25.996105",False
"REQ-00-000-000-0164","SID-00-000-000-102",1,1,"5.2",1,3,1,NULL,False,"Prescription pickup","Elderly person needs medicine pickup",NULL,NULL,"2026-03-27 17:46:59.97969",NULL,"2026-03-27 17:46:59.97969",False
"REQ-00-000-000-0165","SID-00-000-000-102",0,0,"6.1",1,1,1,NULL,False,"Relocation help","Move from NYC to DC",NULL,NULL,"2026-03-27 17:49:25.118319",NULL,"2026-03-27 17:49:25.118319",False
"REQ-00-000-000-0167","SID-00-000-000-102",0,0,"2.2",1,1,1,NULL,False,"Test","Test",NULL,NULL,"2026-03-27 17:55:24.400867",NULL,"2026-03-27 17:55:24.400867",False
"REQ-00-000-000-0168","SID-00-000-000-102",0,0,"2.2",1,1,1,NULL,False,"Test","Test",NULL,NULL,"2026-03-27 17:55:57.4338",NULL,"2026-03-27 17:55:57.4338",False
"REQ-00-000-000-0169","SID-00-000-000-102",0,1,"2.2",1,3,1,NULL,True,"Emergency flood help","Need urgent evacuation help",NULL,NULL,"2026-03-27 17:57:06.972675",NULL,"2026-03-27 17:57:06.972675",False
"REQ-00-000-000-0170","SID-00-000-000-102",1,0,"2.2",1,1,1,NULL,False,"Test","Test",NULL,NULL,"2026-03-27 17:58:15.168869",NULL,"2026-03-27 17:58:15.168869",False
"REQ-00-000-000-0178","SID-00-000-002-825",0,0,"0.0.0.0.0",1,1,1,NULL,False,"General help request","Need some general assistance",NULL,NULL,"2026-03-31 20:12:44.760023",NULL,"2026-03-31 20:12:44.760023",False
"REQ-00-000-000-0179","SID-00-000-000-102",0,0,"2.2",1,1,1,NULL,False,"Need help with groceries","Need someone to pick up groceries",NULL,NULL,"2026-03-31 20:14:36.680008",NULL,"2026-03-31 20:14:36.680008",False
"REQ-00-000-000-0180","SID-00-000-000-102",1,1,"5.2",1,3,1,NULL,False,"Prescription pickup","Elderly person needs medicine pickup",NULL,NULL,"2026-03-31 20:15:09.220914",NULL,"2026-03-31 20:15:09.220914",False
"REQ-00-000-000-0182","SID-00-000-002-622",0,0,"1.1",1,1,1,NULL,False,"Need help","Need help for elderly",NULL,NULL,"2026-03-31 23:16:32.953901",NULL,"2026-03-31 23:16:32.953901",False
"REQ-00-000-000-0183","SID-00-000-002-622",0,0,"4.1",1,1,1,NULL,False,"Guidance","Need guidance to fill application form",NULL,NULL,"2026-03-31 23:44:23.150396",NULL,"2026-03-31 23:44:23.150396",False
"REQ-00-000-000-0184","SID-00-000-002-622",0,0,"5.1.1",1,1,1,NULL,False,"Health Support","Need Health Support",NULL,NULL,"2026-03-31 23:47:44.887279",NULL,"2026-03-31 23:47:44.887279",False
"REQ-00-000-000-0194","SID-00-000-002-622",0,0,"2.1",1,1,1,NULL,False,"Clothes","Clothes",NULL,NULL,"2026-04-01 00:15:30.381299",NULL,"2026-04-01 00:15:30.381299",False
"REQ-00-000-000-0196","SID-00-000-002-622",0,0,"2.1",1,1,1,NULL,False,"dsadsa","sdazx",NULL,NULL,"2026-04-01 00:17:47.897358",NULL,"2026-04-01 00:17:47.897358",False
"REQ-00-000-000-0197","SID-00-000-002-825",0,0,"4.3.3",1,1,1,NULL,False,"Science tutoring","Need science tutor",NULL,NULL,"2026-04-01 16:12:35.01098",NULL,"2026-04-01 16:12:35.01098",False
"REQ-00-000-000-0198","SID-00-000-002-825",0,0,"1.2",1,1,1,NULL,False,"Grocery help","Need grocery help",NULL,NULL,"2026-04-01 16:20:53.446654",NULL,"2026-04-01 16:20:53.446654",False
"REQ-00-000-000-0199","SID-00-000-002-825",0,0,"1.1",1,1,1,NULL,False,"Food assistance","Need food help",NULL,NULL,"2026-04-01 16:23:29.80461",NULL,"2026-04-01 16:23:29.80461",False
"REQ-00-000-000-0200","SID-00-000-002-825",0,0,"1.1",1,1,1,NULL,False,"Food assistance","Need food help",NULL,NULL,"2026-04-01 16:23:54.528236",NULL,"2026-04-01 16:23:54.528236",False
"REQ-00-000-000-0201","SID-00-000-002-825",0,0,"1.1",1,1,1,NULL,False,"Food assistance","Need food help",NULL,NULL,"2026-04-01 16:24:20.391703",NULL,"2026-04-01 16:24:20.391703",False
"REQ-00-000-000-0203","SID-00-000-002-825",0,0,"6.1",1,1,1,NULL,False,"Relocation help","Move help needed",NULL,NULL,"2026-04-01 16:27:45.493489",NULL,"2026-04-01 16:27:45.493489",False
"REQ-00-000-000-0205","SID-00-000-002-825",0,0,"3.6",1,1,1,NULL,False,"Find roommate","Looking for roommate",NULL,NULL,"2026-04-01 16:29:20.219601",NULL,"2026-04-01 16:29:20.219601",False
"REQ-00-000-000-0206","SID-00-000-002-825",0,0,"2.2",1,1,1,NULL,False,"Borrow clothes","Need clothes",NULL,NULL,"2026-04-01 16:29:40.627452",NULL,"2026-04-01 16:29:40.627452",False
"REQ-00-000-000-0207","SID-00-000-002-825",0,0,"4.3.3",1,1,1,NULL,False,"Science tutoring","Need science tutor",NULL,NULL,"2026-04-01 16:29:57.303396",NULL,"2026-04-01 16:29:57.303396",False
"REQ-00-000-000-0208","SID-00-000-002-825",0,0,"0.0.0.0.0",1,1,1,NULL,False,"General help","Need help",NULL,NULL,"2026-04-01 16:30:25.405157",NULL,"2026-04-01 16:30:25.405157",False
"REQ-00-000-000-0209","SID-00-000-002-825",1,1,"5.2",1,3,1,NULL,False,"Medicine pickup","Need medicine pickup",NULL,NULL,"2026-04-01 16:30:36.002028",NULL,"2026-04-01 16:30:36.002028",False
"REQ-00-000-000-0210","SID-00-000-002-825",0,1,"0.0.0.0.0",1,3,1,NULL,True,"Emergency flood help","Need evacuation help",NULL,NULL,"2026-04-01 16:31:05.606095",NULL,"2026-04-01 16:31:05.606095",False
"REQ-00-000-000-0214","SID-00-000-002-825",0,0,"4.3.3",1,1,1,NULL,False,"Science tutoring","Need science tutor",NULL,NULL,"2026-04-01 16:51:51.311786",NULL,"2026-04-01 16:51:51.311786",False
"REQ-00-000-000-0215","SID-00-000-002-622",0,0,"1.1",1,1,1,NULL,False,"Food Prep","Need help for food preparation",NULL,NULL,"2026-04-01 17:08:41.797988",NULL,"2026-04-01 17:08:41.797988",False
"REQ-00-000-000-0216","SID-00-000-002-622",0,0,"4.3.3",1,1,1,NULL,False,"Need tutor","Need science tutor",NULL,NULL,"2026-04-01 17:10:05.764088",NULL,"2026-04-01 17:10:05.764088",False
"REQ-00-000-000-0217","SID-00-000-002-622",0,0,"1.3.2",1,1,1,NULL,False,"Need help","Cooking Essentials",NULL,NULL,"2026-04-01 17:19:32.104836",NULL,"2026-04-01 17:19:32.104836",False
"REQ-00-000-000-0219","SID-00-000-002-622",0,0,"5.4",1,1,1,NULL,False,"Help","Help",NULL,NULL,"2026-04-01 17:33:22.896618",NULL,"2026-04-01 17:33:22.896618",False
"REQ-00-000-000-0224","SID-00-000-002-622",0,0,"3.6",1,1,1,NULL,False,"Geberal req","Request",NULL,NULL,"2026-04-01 17:50:28.729507",NULL,"2026-04-01 17:50:28.729507",False
"REQ-00-000-000-0225","SID-00-000-002-622",0,0,"5.4",1,1,1,NULL,False,"test","test",NULL,NULL,"2026-04-01 17:51:43.971748",NULL,"2026-04-01 17:51:43.971748",False
"REQ-00-000-000-0226","SID-00-000-002-622",0,0,"1.1",1,1,1,NULL,False,"test2","test2",NULL,NULL,"2026-04-01 17:52:28.166516",NULL,"2026-04-01 17:52:28.166516",False
"REQ-00-000-000-0227","SID-00-000-002-622",0,0,"2.4",1,1,1,NULL,False,"Tailoring ","Tailoring",NULL,NULL,"2026-04-01 18:04:31.453866",NULL,"2026-04-01 18:04:31.453866",False
"REQ-00-000-000-0229","SID-00-000-002-622",0,0,"2.1",1,1,1,NULL,False,"help","social connection",NULL,NULL,"2026-04-01 18:08:51.276561",NULL,"2026-04-01 18:08:51.276561",False
"REQ-00-000-000-0230","SID-00-000-002-622",0,0,"4.3.3",1,1,1,NULL,False,"tutoring","help",NULL,NULL,"2026-04-01 18:09:11.250948",NULL,"2026-04-01 18:09:11.250948",False
"REQ-00-000-000-0231","SID-00-000-002-622",0,0,"5.4",1,1,1,NULL,False,"medication ","reminder",NULL,NULL,"2026-04-01 18:10:05.773397",NULL,"2026-04-01 18:10:05.773397",False
"REQ-00-000-000-0232","SID-00-000-002-719",0,0,"2.1",1,1,1,NULL,False,"i want to donate clothes","how do i donate clothes",NULL,NULL,"2026-04-01 19:05:49.070872",NULL,"2026-04-01 19:05:49.070872",False
"REQ-00-000-000-0233","SID-00-000-002-839",0,0,"4.6",1,1,1,NULL,False,"Career Mentorship","Looking for guidance in my career aspect and good mentor for development.",NULL,NULL,"2026-04-01 20:44:17.254519",NULL,"2026-04-01 20:44:17.254519",False
"REQ-00-000-000-0235","SID-00-000-002-622",0,0,"4.4",1,1,1,NULL,False,"help","help",NULL,NULL,"2026-04-02 00:19:53.763757",NULL,"2026-04-02 00:19:53.763757",False
"REQ-00-000-000-0237","SID-00-000-002-622",0,0,"3.7",1,1,1,NULL,False,"test","test",NULL,NULL,"2026-04-02 00:24:21.618579",NULL,"2026-04-02 00:24:21.618579",False
"REQ-00-000-000-0239","SID-00-000-002-622",0,0,"2.1",1,1,1,NULL,False,"Donation","Donate",NULL,NULL,"2026-04-02 04:18:12.714005",NULL,"2026-04-02 04:18:12.714005",False
"REQ-00-000-000-0268","SID-00-000-000-050",0,0,"0.0.0.0.0",1,1,1,NULL,False,"Gardening Assistance Needed","Need help in gardening",NULL,NULL,"2026-04-08 18:11:50.512739",NULL,"2026-04-08 18:11:50.512739",False
"REQ-00-000-000-0257","SID-00-000-000-050",0,0,"4.3.1",1,1,1,NULL,False,"Academic Tutoring Assistance","Need help in tutoring",NULL,NULL,"2026-04-07 17:32:42.647832",NULL,"2026-04-07 17:32:42.647832",False
"REQ-00-000-000-0258","SID-00-000-000-056",0,0,"0.0.0.0.0",1,1,1,NULL,False,"Best Buy Headphones Purchase","I need headphones form best buy ",NULL,NULL,"2026-04-07 18:06:04.529748",NULL,"2026-04-07 18:06:04.529748",False
"REQ-00-000-000-0243","SID-00-000-002-825",0,0,"6.8",1,1,1,NULL,False,"Social connection","Need companionship",NULL,NULL,"2026-04-02 15:57:29.037691",NULL,"2026-04-02 15:57:29.037691",False
"REQ-00-000-000-0244","SID-00-000-002-825",0,0,"6.1",1,1,1,NULL,False,"Relocation help","Move help needed",NULL,NULL,"2026-04-02 15:57:42.267641",NULL,"2026-04-02 15:57:42.267641",False
"REQ-00-000-000-0245","SID-00-000-002-825",0,0,"3.7",1,1,1,NULL,False,"Move in help","Need vehicle for move",NULL,NULL,"2026-04-02 16:23:06.069887",NULL,"2026-04-02 16:23:06.069887",False
"REQ-00-000-000-0246","SID-00-000-002-622",0,0,"5.4",1,1,1,NULL,False,"help","reminder",NULL,NULL,"2026-04-02 18:44:46.784093",NULL,"2026-04-02 18:44:46.784093",False
"REQ-00-000-000-0247","SID-00-000-002-622",0,0,"4.3.3",1,1,1,NULL,False,"need tutor","need tutor",NULL,NULL,"2026-04-02 18:45:51.223651",NULL,"2026-04-02 18:45:51.223651",False
"REQ-00-000-000-0248","SID-00-000-002-622",0,0,"6.7",1,1,1,NULL,False,"schedule","appointment",NULL,NULL,"2026-04-02 18:46:26.803335",NULL,"2026-04-02 18:46:26.803335",False
"REQ-00-000-000-0249","SID-00-000-002-622",0,0,"2.1",1,1,1,NULL,False,"need help","clothes",NULL,NULL,"2026-04-02 18:48:37.559219",NULL,"2026-04-02 18:48:37.559219",False
"REQ-00-000-000-0250","SID-00-000-002-622",0,0,"0.0.0.0.0",1,1,1,NULL,False,"general","test",NULL,NULL,"2026-04-02 19:14:55.773138",NULL,"2026-04-02 19:14:55.773138",False
"REQ-00-000-000-0251","SID-00-000-002-622",0,0,"0.0.0.0.0",1,1,1,NULL,False,"general","test help",NULL,NULL,"2026-04-02 19:15:30.859343",NULL,"2026-04-02 19:15:30.859343",False
"REQ-00-000-000-0252","SID-00-000-002-622",0,0,"0.0.0.0.0",1,1,1,NULL,False,"general","test",NULL,NULL,"2026-04-02 19:36:35.631377",NULL,"2026-04-02 19:36:35.631377",False
"REQ-00-000-000-0253","SID-00-000-002-757",0,0,"2.1",1,1,1,NULL,False,"testing","huhh",NULL,NULL,"2026-04-02 21:01:31.82602",NULL,"2026-04-02 21:01:31.82602",False
"REQ-00-000-000-0254","SID-00-000-002-865",0,0,"0.0.0.0.0",1,1,1,NULL,False,"Description","detailed description",NULL,NULL,"2026-04-06 16:29:30.920486",NULL,"2026-04-06 16:29:30.920486",False
"REQ-00-000-000-0255","SID-00-000-002-865",0,0,"0.0.0.0.0",1,1,1,NULL,False,"Description","detailed description",NULL,NULL,"2026-04-06 16:32:54.872065",NULL,"2026-04-06 16:32:54.872065",False
"REQ-00-000-000-0256","SID-00-000-000-050",0,0,"4.3.1",1,1,1,NULL,False,"Need Math tutoring","Need help in math tutoring.",NULL,NULL,"2026-04-06 21:41:39.831465",NULL,"2026-04-06 21:41:39.831465",False
"REQ-00-000-000-0259","SID-00-000-000-056",0,0,"0.0.0.0.0",1,1,1,NULL,False,"Buy Postcard from Nearby Store","I need to get a postcard from nearby store",NULL,NULL,"2026-04-07 18:08:11.84519",NULL,"2026-04-07 18:08:11.84519",False
"REQ-00-000-000-0260","SID-00-000-000-056",0,0,"4.3.3",1,1,1,NULL,False,"English Language Assistance","Need help with english",NULL,NULL,"2026-04-07 18:25:54.154725",NULL,"2026-04-07 18:25:54.154725",False
"REQ-00-000-000-0261","SID-00-000-000-056",0,0,"1.3.3",1,1,1,NULL,False,"Meal Planning Assistance","Need help with meal planning",NULL,NULL,"2026-04-07 18:48:17.888964",NULL,"2026-04-07 18:48:17.888964",False
"REQ-00-000-000-0269","SID-00-000-002-865",0,0,"0.0.0.0.0",1,1,1,NULL,False,"des","des",NULL,NULL,"2026-04-08 18:23:29.031048",NULL,"2026-04-08 18:23:29.031048",False
"REQ-00-000-000-0262","SID-00-000-000-056",0,0,"4.6",1,1,1,NULL,False,"करिअर संबंधी मार्गदर्शन","मला करिअर संबंधी मार्गदर्शन पाहिजे ",NULL,NULL,"2026-04-07 19:17:07.410853",NULL,"2026-04-07 19:17:07.410853",False
"REQ-00-000-000-0263","SID-00-000-002-776",0,0,"0.0.0.0.0",1,1,1,NULL,False,"Urgent Help","Didnt need for two days",NULL,NULL,"2026-04-07 20:06:50.526698",NULL,"2026-04-07 20:06:50.526698",False
"REQ-00-000-000-0264","SID-00-000-002-356",0,0,"1.2",1,1,1,NULL,False,"Free Food Options","Lookig for free food options",NULL,NULL,"2026-04-07 20:48:42.146686",NULL,"2026-04-07 20:48:42.146686",False
"REQ-00-000-000-0265","SID-00-000-000-050",0,0,"0.0.0.0.0",1,1,1,NULL,False,"English Language Tutoring Assistance","Need help in English tutoring",NULL,NULL,"2026-04-07 20:57:12.212392",NULL,"2026-04-07 20:57:12.212392",False
"REQ-00-000-000-0266","SID-00-000-000-050",0,0,"4.3.1",1,1,1,NULL,False,"Math Homework Help Needed","Need help in Math tutoring",NULL,NULL,"2026-04-08 17:08:58.722559",NULL,"2026-04-08 17:08:58.722559",False
"REQ-00-000-000-0267","SID-00-000-002-865",0,0,"0.0.0.0.0",1,1,1,NULL,False,"Description","detailed description",NULL,NULL,"2026-04-08 17:51:31.135745",NULL,"2026-04-08 17:51:31.135745",False
"REQ-00-000-000-0270","SID-00-000-002-865",0,0,"0.0.0.0.0",1,1,1,NULL,False,"ddd","ddd",NULL,NULL,"2026-04-08 18:27:03.395914",NULL,"2026-04-08 18:27:03.395914",False
"REQ-00-000-000-0271","SID-00-000-002-865",0,0,"0.0.0.0.0",1,1,1,NULL,False,"description","detailed description",NULL,NULL,"2026-04-08 18:30:22.569023",NULL,"2026-04-08 18:30:22.569023",False
"REQ-00-000-000-0272","SID-00-000-002-865",0,0,"0.0.0.0.0",1,1,1,NULL,False,"Description","Detailed description",NULL,NULL,"2026-04-08 18:50:26.239965",NULL,"2026-04-08 18:50:26.239965",False
"REQ-00-000-000-0273","SID-00-000-000-056",0,0,"4.4",1,1,1,NULL,False,"Scholarship Opportunities","Want more info about scholarships available",NULL,NULL,"2026-04-09 03:41:27.005899",NULL,"2026-04-09 03:41:27.005899",False
"REQ-00-000-000-0274","SID-00-000-002-622",1,1,"2.1",1,1,1,NULL,False,"Need","Clothes",NULL,NULL,"2026-04-09 18:54:34.135012",NULL,"2026-04-09 18:54:34.135012",False
"REQ-00-000-000-0275","SID-00-000-002-622",0,0,"3.3.3",1,1,1,NULL,False,"help","needed",NULL,NULL,"2026-04-09 19:27:41.74298",NULL,"2026-04-09 19:27:41.74298",False
"REQ-00-000-000-0276","SID-00-000-002-622",0,0,"3.6",1,1,1,NULL,False,"help","req",NULL,NULL,"2026-04-09 19:28:35.04426",NULL,"2026-04-09 19:28:35.04426",False
"REQ-00-000-000-0277","SID-00-000-002-622",1,0,"0.0.0.0.0",1,1,1,NULL,False,"hello","help",NULL,NULL,"2026-04-09 19:29:33.410901",NULL,"2026-04-09 19:29:33.410901",False
"REQ-00-000-000-0278","SID-00-000-002-622",0,0,"6.3",1,1,1,NULL,False,"ghvhj","nk,m./",NULL,NULL,"2026-04-09 19:30:28.590881",NULL,"2026-04-09 19:30:28.590881",False
"REQ-00-000-000-0279","SID-00-000-002-622",1,0,"6.1",1,2,1,NULL,True,"dscfvvb","dfvb",NULL,NULL,"2026-04-09 19:31:16.993093",NULL,"2026-04-09 19:31:16.993093",False
"REQ-00-000-000-0280","SID-00-000-000-050",0,0,"5.5",1,1,1,NULL,False,"Improving General Health Knowledge","Need more education on maintaining general health",NULL,NULL,"2026-04-09 20:14:44.130569",NULL,"2026-04-09 20:14:44.130569",False
"REQ-00-000-000-0281","SID-00-000-000-050",0,0,"3.4",1,1,1,NULL,False,"Garden Maintenance and TV Installation","Need help in mowing garden and also tv installation",NULL,NULL,"2026-04-09 20:16:01.657752",NULL,"2026-04-09 20:16:01.657752",False
"REQ-00-000-000-0282","SID-00-000-002-622",0,0,"0.0.0.0.0",1,1,1,NULL,False,"Test","Test",NULL,NULL,"2026-04-09 22:29:25.415709",NULL,"2026-04-09 22:29:25.415709",False
"REQ-00-000-000-0283","SID-00-000-002-622",0,0,"4.3.3",1,1,1,NULL,False,"","nedd tutor",NULL,NULL,"2026-04-09 22:30:04.690921",NULL,"2026-04-09 22:30:04.690921",False
"REQ-00-000-000-0284","SID-00-000-002-622",0,0,"6.7",1,1,1,NULL,False,"","need help",NULL,NULL,"2026-04-09 22:31:04.283846",NULL,"2026-04-09 22:31:04.283846",False
"REQ-00-000-000-0285","SID-00-000-000-050",0,0,"4.3.1",1,1,1,NULL,False,"Math Homework Help Needed","Need help in math tutoring",NULL,NULL,"2026-04-10 17:55:24.726824",NULL,"2026-04-10 17:55:24.726824",False
"REQ-00-000-000-0286","SID-00-000-000-056",1,0,"3.3.3",1,1,1,NULL,False,"Seeking Local Electrician Services","Need electrician ",NULL,NULL,"2026-04-11 18:55:40.77466",NULL,"2026-04-11 18:55:40.77466",False
"REQ-00-000-000-0287","SID-00-000-000-050",0,0,"0.0.0.0.0",1,1,1,NULL,False,"Math Tutoring Assistance Needed","Need help in Math tutoring",NULL,NULL,"2026-04-14 17:23:47.188019",NULL,"2026-04-14 17:23:47.188019",False
